Name,Type,Ownership,Sub-ownership,Eco-region,District
Kasikandh HP,Health Post,Public,Ministry of Health & Population,Hill,Dailekh
Kaskikot HP,Health Post,Public,Ministry of Health & Population,Hill,Kaski
Kataujpani HP,Health Post,Public,Ministry of Health & Population,Hill,Baitadi
Kathajor HP,Health Post,Public,Ministry of Health & Population,Hill,Ramechhap
Katkuwa HP,Health Post,Public,Ministry of Health & Population,Hill,Surkhet
Katti HP,Health Post,Public,Ministry of Health & Population,Hill,Dailekh
Kattikechaur HP,Health Post,Public,Ministry of Health & Population,Hill,Tanahu
Katunje Besi HP,Health Post,Public,Ministry of Health & Population,Hill,Kavre
Katunje HP,Health Post,Public,Ministry of Health & Population,Hill,Okhaldhunga
Katunje HP,Health Post,Public,Ministry of Health & Population,Hill,Okhaldhunga
Katunje HP Katunje,Health Post,Public,Ministry of Health & Population,Hill,Dhading
Katunje HP Kautunje,Health Post,Public,Ministry of Health & Population,Hill,Bhaktapur
Katuwachaupari HP,Health Post,Public,Ministry of Health & Population,Hill,Parbat
Kaule HP NUWAKOT,Health Post,Public,Ministry of Health & Population,Hill,Nuwakot
Kavra HP,Health Post,Public,Ministry of Health & Population,Hill,Salyan
Kavre Nityachandeswor HP,Health Post,Public,Ministry of Health & Population,Hill,Kavre
Keemalung HP,Health Post,Public,Ministry of Health & Population,Hill,Bhojpur
Keemdada HP,Health Post,Public,Ministry of Health & Population,Hill,Arghakhanchi
Kerabari HP,Health Post,Public,Ministry of Health & Population,Hill,Gorkha
Kerauja (Manbu) HP,Health Post,Public,Ministry of Health & Population,Hill,Gorkha
Kerauja HP,Health Post,Public,Ministry of Health & Population,Hill,Gorkha
Kerunga HP,Health Post,Public,Ministry of Health & Population,Hill,Arghakhanchi
Keshavtar HP,Health Post,Public,Ministry of Health & Population,Hill,Tanahu
Ketuke HP,Health Post,Public,Ministry of Health & Population,Hill,Okhaldhunga
Keurenipani HP,Health Post,Public,Ministry of Health & Population,Hill,Bhojpur
Kewalpur HP,Health Post,Public,Ministry of Health & Population,Hill,Dhading
Keware Bhanjyang HP,Health Post,Public,Ministry of Health & Population,Hill,Syangja
Kewari HP,Health Post,Public,Ministry of Health & Population,Hill,Rolpa
Khadadevi HP,Health Post,Public,Ministry of Health & Population,Hill,Ramechhap
Khadag Bhanjyang HP,Health Post,Public,Ministry of Health & Population,Hill,Nuwakot
Khadgakot HP,Health Post,Public,Ministry of Health & Population,Hill,Gulmi
Khadkabhadrakali HP,Health Post,Public,Ministry of Health & Population,Hill,Kathmandu
Khadkawada HP,Health Post,Public,Ministry of Health & Population,Hill,Dailekh
Khaharepangu HP,Health Post,Public,Ministry of Health & Population,Hill,Kavre
Khaira HP,Health Post,Public,Ministry of Health & Population,Hill,Pyuthan
Khairang HP BHOJPUR,Health Post,Public,Ministry of Health & Population,Hill,Bhojpur
Khairang HP MAKWANPUR,Health Post,Public,Ministry of Health & Population,Hill,Makwanpur
Khairenitar HP,Health Post,Public,Ministry of Health & Population,Hill,Tanahu
Khairenitar HP,Health Post,Public,Ministry of Health & Population,Hill,Tanahu
Khalanga HP Khalanga,Health Post,Public,Ministry of Health & Population,Hill,Salyan
Khaliban HP,Health Post,Public,Ministry of Health & Population,Hill,Palpa
Khalle HP,Health Post,Public,Ministry of Health & Population,Hill,Khotang
Khalte HP,Health Post,Public,Ministry of Health & Population,Hill,Dhading
Khamalung HP,Health Post,Public,Ministry of Health & Population,Hill,Terhathum
Khana HP,Health Post,Public,Ministry of Health & Population,Hill,Arghakhanchi
Khanadaha HP,Health Post,Public,Ministry of Health & Population,Hill,Arghakhanchi
Khanalthok HP,Health Post,Public,Ministry of Health & Population,Hill,Kavre
Khanbu HP,Health Post,Public,Ministry of Health & Population,Hill,Udayapur
Khanchikot HP,Health Post,Public,Ministry of Health & Population,Hill,Arghakhanchi
Khanchowk HP,Health Post,Public,Ministry of Health & Population,Hill,Gorkha
Khangsang HP,Health Post,Public,Ministry of Health & Population,Hill,Sindhuli
Khanichhap HP,Health Post,Public,Ministry of Health & Population,Hill,Palpa
Khanigau HP,Health Post,Public,Ministry of Health & Population,Hill,Palpa
Khanikholla HP,Health Post,Public,Ministry of Health & Population,Hill,Surkhet
Khaniyapani HP,Health Post,Public,Ministry of Health & Population,Hill,Ramechhap
Khaptad HP,Health Post,Public,Ministry of Health & Population,Hill,Achham
Khara HP,Health Post,Public,Ministry of Health & Population,Hill,Rukum
Kharelthok HP,Health Post,Public,Ministry of Health & Population,Hill,Kavre
Khari HP,Health Post,Public,Ministry of Health & Population,Hill,Dhading
Kharibot HP,Health Post,Public,Ministry of Health & Population,Hill,Gorkha
Kharigera HP,Health Post,Public,Ministry of Health & Population,Hill,Dailekh
Kharjyang HP,Health Post,Public,Ministry of Health & Population,Hill,Gulmi
Kharjyang HP,Health Post,Public,Ministry of Health & Population,Hill,Gulmi
Kharmi HP,Health Post,Public,Ministry of Health & Population,Hill,Khotang
Kharpa HP,Health Post,Public,Ministry of Health & Population,Hill,Khotang
Kharpachok HP,Health Post,Public,Ministry of Health & Population,Hill,Kavre
Khartamchha HP,Health Post,Public,Ministry of Health & Population,Hill,Bhojpur
Khartanchha HP,Health Post,Public,Ministry of Health & Population,Hill,Khotang
Khatamma HP,Health Post,Public,Ministry of Health & Population,Hill,Bhojpur
Khatiwada HP,Health Post,Public,Ministry of Health & Population,Hill,Doti
Khaulalakuri HP,Health Post,Public,Ministry of Health & Population,Hill,Parbat
Khawa HP,Health Post,Public,Ministry of Health & Population,Hill,Bhojpur
Khawang HP,Health Post,Public,Ministry of Health & Population,Hill,Pyuthan
Khidim HP,Health Post,Public,Ministry of Health & Population,Hill,Arghakhanchi
Khidima HP,Health Post,Public,Ministry of Health & Population,Hill,Khotang
Khijichandeshwori HP,Health Post,Public,Ministry of Health & Population,Hill,Okhaldhunga
Khijifalate HP,Health Post,Public,Ministry of Health & Population,Hill,Okhaldhunga
Khijikati HP,Health Post,Public,Ministry of Health & Population,Hill,Okhaldhunga
Khillji HP,Health Post,Public,Ministry of Health & Population,Hill,Arghakhanchi
Khilung Deurali HP,Health Post,Public,Ministry of Health & Population,Hill,Syangja
Khirsain HP,Health Post,Public,Ministry of Health & Population,Hill,Doti
Khokana HP,Health Post,Public,Ministry of Health & Population,Hill,Lalitpur
Khoku HP,Health Post,Public,Ministry of Health & Population,Hill,Dhankuta
Kholagaun HP,Health Post,Public,Ministry of Health & Population,Hill,Sindhuli
Kholagaun HP,Health Post,Public,Ministry of Health & Population,Hill,Rukum
Kholegaun Khanigaun HP,Health Post,Public,Ministry of Health & Population,Hill,Nuwakot
Khoplang HP,Health Post,Public,Ministry of Health & Population,Hill,Gorkha
Khotang Bazar HP,Health Post,Public,Ministry of Health & Population,Hill,Khotang
Khudi HP,Health Post,Public,Ministry of Health & Population,Hill,Lamjung
Khumel HP,Health Post,Public,Ministry of Health & Population,Hill,Rolpa
Khundi HP,Health Post,Public,Ministry of Health & Population,Hill,Dhankuta
Khung HP,Health Post,Public,Ministry of Health & Population,Hill,Pyuthan
Khunga HP,Health Post,Public,Ministry of Health & Population,Hill,Baglung
Khungri HP,Health Post,Public,Ministry of Health & Population,Hill,Rolpa
Khunkhani HP,Health Post,Public,Ministry of Health & Population,Hill,Baglung
Khurkot HP,Health Post,Public,Ministry of Health & Population,Hill,Parbat
Khuwafok HP,Health Post,Public,Ministry of Health & Population,Hill,Dhankuta
Khyaha HP,Health Post,Public,Ministry of Health & Population,Hill,Palpa
Kichanas HP,Health Post,Public,Ministry of Health & Population,Hill,Syangja
Kihun HP,Health Post,Public,Ministry of Health & Population,Hill,Tanahu
Kintang HP,Health Post,Public,Ministry of Health & Population,Hill,Nuwakot
Kiranchok HP,Health Post,Public,Ministry of Health & Population,Hill,Dhading
Kochiwang HP,Health Post,Public,Ministry of Health & Population,Hill,Pyuthan
Kogate HP,Health Post,Public,Ministry of Health & Population,Hill,Makwanpur
Kolati Bhumlu HP,Health Post,Public,Ministry of Health & Population,Hill,Kavre
Kolbung HP,Health Post,Public,Ministry of Health & Population,Hill,Ilam
Koldada HP,Health Post,Public,Ministry of Health & Population,Hill,Palpa
Kolki HP,Health Post,Public,Ministry of Health & Population,Hill,Lamjung
Kolma HP,Health Post,Public,Ministry of Health & Population,Hill,Syangja
Korbang Jhimpe HP,Health Post,Public,Ministry of Health & Population,Hill,Salyan
Korchawang HP,Health Post,Public,Ministry of Health & Population,Hill,Rolpa
Kortrang HP,Health Post,Public,Ministry of Health & Population,Hill,Jajarkot
Koshidekha HP,Health Post,Public,Ministry of Health & Population,Hill,Kavre
Kot HP,Health Post,Public,Ministry of Health & Population,Hill,Bhojpur
Kota HP,Health Post,Public,Ministry of Health & Population,Hill,Tanahu
Kotbara HP,Health Post,Public,Ministry of Health & Population,Hill,Salyan
Kotdarbar HP,Health Post,Public,Ministry of Health & Population,Hill,Tanahu
Koteli HP,Health Post,Public,Ministry of Health & Population,Hill,Dadeldhura
Kotgaun HP,Health Post,Public,Ministry of Health & Population,Hill,Rolpa
Kotila HP BAITADI,Health Post,Public,Ministry of Health & Population,Hill,Baitadi
Kotmaula HP,Health Post,Public,Ministry of Health & Population,Hill,Salyan
Kotpetara HP,Health Post,Public,Ministry of Health & Population,Hill,Baitadi
Kubukasthali HP,Health Post,Public,Ministry of Health & Population,Hill,Ramechhap
Kuchhi HP,Health Post,Public,Ministry of Health & Population,Hill,Achham
Kudakakaule HP,Health Post,Public,Ministry of Health & Population,Hill,Bhojpur
Kudu HP,Health Post,Public,Ministry of Health & Population,Hill,Jajarkot
Kuhun HP,Health Post,Public,Ministry of Health & Population,Hill,Myagdi
Kuibhir HP,Health Post,Public,Ministry of Health & Population,Hill,Okhaldhunga
Kuika HP,Health Post,Public,Ministry of Health & Population,Hill,Achham
Kuinemangale HP,Health Post,Public,Ministry of Health & Population,Hill,Myagdi
Kulau HP,Health Post,Public,Ministry of Health & Population,Hill,Baitadi
Kulekhani HP,Health Post,Public,Ministry of Health & Population,Hill,Makwanpur
Kulung HP,Health Post,Public,Ministry of Health & Population,Hill,Bhojpur
Kumari HP,Health Post,Public,Ministry of Health & Population,Hill,Nuwakot
Kumpur HP,Health Post,Public,Ministry of Health & Population,Hill,Dhading
Kunathari HP,Health Post,Public,Ministry of Health & Population,Hill,Surkhet
Kunchha HP,Health Post,Public,Ministry of Health & Population,Hill,Lamjung
Kuntadevi HP,Health Post,Public,Ministry of Health & Population,Hill,Okhaldhunga
Kuntibandali HP,Health Post,Public,Ministry of Health & Population,Hill,Achham
Kupinde Daha HP,Health Post,Public,Ministry of Health & Population,Hill,Salyan
Kureli HP,Health Post,Public,Ministry of Health & Population,Hill,Rolpa
Kurgha HP,Health Post,Public,Ministry of Health & Population,Hill,Parbat
Kurgha HP,Health Post,Public,Ministry of Health & Population,Hill,Parbat
Kurgha HP,Health Post,Public,Ministry of Health & Population,Hill,Gulmi
Kuruletenupa HP,Health Post,Public,Ministry of Health & Population,Hill,Dhankuta
Kurumba HP,Health Post,Public,Ministry of Health & Population,Hill,Panchthar
Kuruwaschapakhori HP,Health Post,Public,Ministry of Health & Population,Hill,Kavre
Kusapani HP,Health Post,Public,Ministry of Health & Population,Hill,Dailekh
Kuseswor Dumja HP,Health Post,Public,Ministry of Health & Population,Hill,Sindhuli
Kushadevi HP,Health Post,Public,Ministry of Health & Population,Hill,Kavre
Kushkot HP,Health Post,Public,Ministry of Health & Population,Hill,Achham
Kushma (Pang) HP,Health Post,Public,Ministry of Health & Population,Hill,Parbat
Kusumkhola HP,Health Post,Public,Ministry of Health & Population,Hill,Palpa
Kuvinde HP,Health Post,Public,Ministry of Health & Population,Hill,Khotang
Kuwakot HP BAITADI,Health Post,Public,Ministry of Health & Population,Hill,Baitadi
Kuwakot HP SYANGJA,Health Post,Public,Ministry of Health & Population,Hill,Syangja
Kyakami HP,Health Post,Public,Ministry of Health & Population,Hill,Syangja
Kyaneshwor HP,Health Post,Public,Ministry of Health & Population,Hill,Sindhuli
Kyang HP,Health Post,Public,Ministry of Health & Population,Hill,Parbat
Lachyang HP,Health Post,Public,Ministry of Health & Population,Hill,Nuwakot
Ladabhir (Mahendra) HP,Health Post,Public,Ministry of Health & Population,Hill,Sindhuli
Ladagada HP,Health Post,Public,Ministry of Health & Population,Hill,Doti
Lafyang HP,Health Post,Public,Ministry of Health & Population,Hill,Khotang
Lahachok HP,Health Post,Public,Ministry of Health & Population,Hill,Kaski
Lahai HP,Health Post,Public,Ministry of Health & Population,Hill,Jajarkot
Laharepipal HP,Health Post,Public,Ministry of Health & Population,Hill,Baglung
Lakhanpur HP RAMECHHAP,Health Post,Public,Ministry of Health & Population,Hill,Ramechhap
Lakuri HP,Health Post,Public,Ministry of Health & Population,Hill,Dailekh
Lalikanda HP,Health Post,Public,Ministry of Health & Population,Hill,Dailekh
Lalikharka HP,Health Post,Public,Ministry of Health & Population,Hill,Panchthar
Lamachaur HP,Health Post,Public,Ministry of Health & Population,Hill,Kaski
Lamatar HP,Health Post,Public,Ministry of Health & Population,Hill,Lalitpur
Lamidanda HP,Health Post,Public,Ministry of Health & Population,Hill,Khotang
Lamikhal HP,Health Post,Public,Ministry of Health & Population,Hill,Doti
Lanakedareswor HP,Health Post,Public,Ministry of Health & Population,Hill,Doti
Lapa HP,Health Post,Public,Ministry of Health & Population,Hill,Dhading
Laphagaun HP,Health Post,Public,Ministry of Health & Population,Hill,Udayapur
Laprak HP,Health Post,Public,Ministry of Health & Population,Hill,Gorkha
Lapsephedi HP,Health Post,Public,Ministry of Health & Population,Hill,Kathmandu
Lapu HP,Health Post,Public,Ministry of Health & Population,Hill,Gorkha
Larkebazar HP,Health Post,Public,Ministry of Health & Population,Hill,Gorkha
Latamandau HP,Health Post,Public,Ministry of Health & Population,Hill,Doti
Latikoili HP,Health Post,Public,Ministry of Health & Population,Hill,Surkhet
Laxminagar HP,Health Post,Public,Ministry of Health & Population,Hill,Doti
Laxmipur HP ILAM,Health Post,Public,Ministry of Health & Population,Hill,Ilam
Laxmipur HP SALYAN,Health Post,Public,Ministry of Health & Population,Hill,Salyan
Layaku HP,Health Post,Public,Ministry of Health & Population,Hill,Kathmandu
Layati HP,Health Post,Public,Ministry of Health & Population,Hill,Achham
Leguwa HP,Health Post,Public,Ministry of Health & Population,Hill,Dhankuta
Lekhani HP BAGLUNG,Health Post,Public,Ministry of Health & Population,Hill,Baglung
Lekhani HP UDAYAPUR,Health Post,Public,Ministry of Health & Population,Hill,Udayapur
Lekhapharsa HP,Health Post,Public,Ministry of Health & Population,Hill,Surkhet
Lekharka HP,Health Post,Public,Ministry of Health & Population,Hill,Bhojpur
Lekhfant HP,Health Post,Public,Ministry of Health & Population,Hill,Parbat
Lekhgaun HP Lekhgau,Health Post,Public,Ministry of Health & Population,Hill,Udayapur
Lekhgaun HP Lekhgaun,Health Post,Public,Ministry of Health & Population,Hill,Surkhet
Lekhnath HP,Health Post,Public,Ministry of Health & Population,Hill,Kaski
Lekhparajul HP,Health Post,Public,Ministry of Health & Population,Hill,Surkhet
Lho HP,Health Post,Public,Ministry of Health & Population,Hill,Gorkha
Lichkiramche HP,Health Post,Public,Ministry of Health & Population,Hill,Khotang
Ligha HP,Health Post,Public,Ministry of Health & Population,Hill,Pyuthan
Limba HP,Health Post,Public,Ministry of Health & Population,Hill,Panchthar
Limgha HP,Health Post,Public,Ministry of Health & Population,Hill,Gulmi
Limithana HP,Health Post,Public,Ministry of Health & Population,Hill,Parbat
Limpatar HP,Health Post,Public,Ministry of Health & Population,Hill,Udayapur
Linkuwa Pokhari HP,Health Post,Public,Ministry of Health & Population,Hill,Khotang
Liwang HP,Health Post,Public,Ministry of Health & Population,Hill,Rolpa
Liwang HP PYUTHAN,Health Post,Public,Ministry of Health & Population,Hill,Pyuthan
Lokanthali HP,Health Post,Public,Ministry of Health & Population,Hill,Bhaktapur
Lulang HP,Health Post,Public,Ministry of Health & Population,Hill,Myagdi
Lumde HP,Health Post,Public,Ministry of Health & Population,Hill,Ilam
Lumle HP,Health Post,Public,Ministry of Health & Population,Hill,Kaski
